heldout_subject,n_train,n_test,train_classes,test_classes,regression_mode,reg_n,reg_r,reg_p,reg_spearman,reg_spearman_p,reg_slope,reg_intercept,lda_acc,lda_bal_acc,lda_f1_macro,confusion_labels,confusion_matrix,classification_report
S11,2381,75,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2381,0.1006281545100087,8.649356891353623e-07,0.09033307771799771,1.0121567902033102e-05,2.422886805634168,52.96850724929452,0.6266666666666667,0.6266666666666666,0.5155555555555555,"[""L0"", ""L2"", ""L3""]","[[25, 0, 0], [22, 0, 3], [3, 0, 22]]","{""L0"": {""precision"": 0.5, ""recall"": 1.0, ""f1-score"": 0.6666666666666666, ""support"": 25.0}, ""L2"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 25.0}, ""L3"": {""precision"": 0.88, ""recall"": 0.88, ""f1-score"": 0.88, ""support"": 25.0}, ""accuracy"": 0.6266666666666667, ""macro avg"": {""precision"": 0.45999999999999996, ""recall"": 0.6266666666666666, ""f1-score"": 0.5155555555555555, ""support"": 75.0}, ""weighted avg"": {""precision"": 0.46, ""recall"": 0.6266666666666667, ""f1-score"": 0.5155555555555555, ""support"": 75.0}}"
S12,2381,75,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2381,0.13986140779651302,7.144300927431505e-12,0.15039828926946172,1.620169385985307e-13,3.2985513931315578,51.34171565377865,0.3333333333333333,0.3333333333333333,0.16666666666666666,"[""L0"", ""L2"", ""L3""]","[[25, 0, 0], [25, 0, 0], [25, 0, 0]]","{""L0"": {""precision"": 0.3333333333333333, ""recall"": 1.0, ""f1-score"": 0.5, ""support"": 25.0}, ""L2"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 25.0}, ""L3"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 25.0}, ""accuracy"": 0.3333333333333333, ""macro avg"": {""precision"": 0.1111111111111111, ""recall"": 0.3333333333333333, ""f1-score"": 0.16666666666666666, ""support"": 75.0}, ""weighted avg"": {""precision"": 0.11111111111111109, ""recall"": 0.3333333333333333, ""f1-score"": 0.16666666666666666, ""support"": 75.0}}"
S13,2381,75,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2381,0.11751505157702313,8.86487414198419e-09,0.11606646484573734,1.3489083632442284e-08,2.797970231208104,53.080347881142806,0.3333333333333333,0.3333333333333333,0.26728426831360436,"[""L0"", ""L2"", ""L3""]","[[12, 0, 13], [9, 0, 16], [12, 0, 13]]","{""L0"": {""precision"": 0.36363636363636365, ""recall"": 0.48, ""f1-score"": 0.41379310344827586, ""support"": 25.0}, ""L2"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 25.0}, ""L3"": {""precision"": 0.30952380952380953, ""recall"": 0.52, ""f1-score"": 0.3880597014925373, ""support"": 25.0}, ""accuracy"": 0.3333333333333333, ""macro avg"": {""precision"": 0.22438672438672438, ""recall"": 0.3333333333333333, ""f1-score"": 0.26728426831360436, ""support"": 75.0}, ""weighted avg"": {""precision"": 0.2243867243867244, ""recall"": 0.3333333333333333, ""f1-score"": 0.2672842683136044, ""support"": 75.0}}"
S14,2382,74,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2382,0.11584330311402996,1.4284083856856174e-08,0.1085599270735921,1.0886416380020768e-07,2.7434624694996312,52.095463803763394,0.32432432432432434,0.32055555555555554,0.22739541160593793,"[""L0"", ""L2"", ""L3""]","[[23, 2, 0], [24, 0, 1], [4, 19, 1]]","{""L0"": {""precision"": 0.45098039215686275, ""recall"": 0.92, ""f1-score"": 0.6052631578947368, ""support"": 25.0}, ""L2"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 25.0}, ""L3"": {""precision"": 0.5, ""recall"": 0.041666666666666664, ""f1-score"": 0.07692307692307693, ""support"": 24.0}, ""accuracy"": 0.32432432432432434, ""macro avg"": {""precision"": 0.31699346405228757, ""recall"": 0.32055555555555554, ""f1-score"": 0.22739541160593793, ""support"": 74.0}, ""weighted avg"": {""precision"": 0.31452040275569687, ""recall"": 0.32432432432432434, ""f1-score"": 0.2294288215340847, ""support"": 74.0}}"
S15,2381,75,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2381,0.09207977993280891,6.786340629528758e-06,0.09079122107648102,9.120351175489991e-06,2.215621783262451,52.471605123000394,0.48,0.48,0.39339339339339335,"[""L0"", ""L2"", ""L3""]","[[17, 0, 8], [3, 0, 22], [6, 0, 19]]","{""L0"": {""precision"": 0.6538461538461539, ""recall"": 0.68, ""f1-score"": 0.6666666666666666, ""support"": 25.0}, ""L2"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 25.0}, ""L3"": {""precision"": 0.3877551020408163, ""recall"": 0.76, ""f1-score"": 0.5135135135135135, ""support"": 25.0}, ""accuracy"": 0.48, ""macro avg"": {""precision"": 0.3472004186289901, ""recall"": 0.48, ""f1-score"": 0.39339339339339335, ""support"": 75.0}, ""weighted avg"": {""precision"": 0.34720041862899004, ""recall"": 0.48, ""f1-score"": 0.39339339339339335, ""support"": 75.0}}"
S16,2383,73,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2383,0.10439734585480191,3.2636880630390376e-07,0.1004152541027137,9.028286180894646e-07,2.4364087622665203,52.956710591902535,0.5753424657534246,0.5750724637681159,0.5310380803338549,"[""L0"", ""L2"", ""L3""]","[[25, 0, 0], [18, 4, 3], [3, 7, 13]]","{""L0"": {""precision"": 0.5434782608695652, ""recall"": 1.0, ""f1-score"": 0.704225352112676, ""support"": 25.0}, ""L2"": {""precision"": 0.36363636363636365, ""recall"": 0.16, ""f1-score"": 0.2222222222222222, ""support"": 25.0}, ""L3"": {""precision"": 0.8125, ""recall"": 0.5652173913043478, ""f1-score"": 0.6666666666666666, ""support"": 23.0}, ""accuracy"": 0.5753424657534246, ""macro avg"": {""precision"": 0.5732048748353096, ""recall"": 0.5750724637681159, ""f1-score"": 0.5310380803338549, ""support"": 73.0}, ""weighted avg"": {""precision"": 0.5666488440088797, ""recall"": 0.5753424657534246, ""f1-score"": 0.5273222286535039, ""support"": 73.0}}"
S17,2382,74,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2382,0.1341185944039517,4.963293949015027e-11,0.13192466020124483,1.0226190547031803e-10,3.184065388944676,52.785432891915036,0.28378378378378377,0.27999999999999997,0.15384615384615385,"[""L0"", ""L2"", ""L3""]","[[0, 0, 25], [4, 0, 20], [1, 3, 21]]","{""L0"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 25.0}, ""L2"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 24.0}, ""L3"": {""precision"": 0.3181818181818182, ""recall"": 0.84, ""f1-score"": 0.46153846153846156, ""support"": 25.0}, ""accuracy"": 0.28378378378378377, ""macro avg"": {""precision"": 0.10606060606060606, ""recall"": 0.27999999999999997, ""f1-score"": 0.15384615384615385, ""support"": 74.0}, ""weighted avg"": {""precision"": 0.1074938574938575, ""recall"": 0.28378378378378377, ""f1-score"": 0.15592515592515593, ""support"": 74.0}}"
S18,2381,75,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2381,0.1046793186644314,3.0672694825246933e-07,0.10150879141588577,6.927141801420307e-07,2.480377424682602,52.60034446604019,0.41333333333333333,0.41333333333333333,0.34394578698376166,"[""L0"", ""L2"", ""L3""]","[[7, 13, 5], [0, 0, 25], [1, 0, 24]]","{""L0"": {""precision"": 0.875, ""recall"": 0.28, ""f1-score"": 0.42424242424242425, ""support"": 25.0}, ""L2"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 25.0}, ""L3"": {""precision"": 0.4444444444444444, ""recall"": 0.96, ""f1-score"": 0.6075949367088608, ""support"": 25.0}, ""accuracy"": 0.41333333333333333, ""macro avg"": {""precision"": 0.4398148148148148, ""recall"": 0.41333333333333333, ""f1-score"": 0.34394578698376166, ""support"": 75.0}, ""weighted avg"": {""precision"": 0.4398148148148149, ""recall"": 0.41333333333333333, ""f1-score"": 0.34394578698376166, ""support"": 75.0}}"
S19,2345,111,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2345,0.055574858962386155,0.007105280365153741,0.0636856451885254,0.002032251377599172,1.3677900924550925,52.918802116136426,0.46846846846846846,0.4684684684684685,0.37288442392976745,"[""L0"", ""L2"", ""L3""]","[[16, 0, 21], [4, 0, 33], [1, 0, 36]]","{""L0"": {""precision"": 0.7619047619047619, ""recall"": 0.43243243243243246, ""f1-score"": 0.5517241379310345, ""support"": 37.0}, ""L2"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 37.0}, ""L3"": {""precision"": 0.4, ""recall"": 0.972972972972973, ""f1-score"": 0.5669291338582677, ""support"": 37.0}, ""accuracy"": 0.46846846846846846, ""macro avg"": {""precision"": 0.38730158730158726, ""recall"": 0.4684684684684685, ""f1-score"": 0.37288442392976745, ""support"": 111.0}, ""weighted avg"": {""precision"": 0.38730158730158726, ""recall"": 0.46846846846846846, ""f1-score"": 0.3728844239297674, ""support"": 111.0}}"
S20,2381,75,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2381,0.10548935348325264,2.48137280305421e-07,0.10763091944755897,1.4061385757263798e-07,2.4900250286108268,53.34547133055098,0.52,0.52,0.4648617511520737,"[""L0"", ""L2"", ""L3""]","[[15, 5, 5], [19, 2, 4], [3, 0, 22]]","{""L0"": {""precision"": 0.40540540540540543, ""recall"": 0.6, ""f1-score"": 0.4838709677419355, ""support"": 25.0}, ""L2"": {""precision"": 0.2857142857142857, ""recall"": 0.08, ""f1-score"": 0.125, ""support"": 25.0}, ""L3"": {""precision"": 0.7096774193548387, ""recall"": 0.88, ""f1-score"": 0.7857142857142857, ""support"": 25.0}, ""accuracy"": 0.52, ""macro avg"": {""precision"": 0.4669323701581766, ""recall"": 0.52, ""f1-score"": 0.4648617511520737, ""support"": 75.0}, ""weighted avg"": {""precision"": 0.46693237015817657, ""recall"": 0.52, ""f1-score"": 0.46486175115207373, ""support"": 75.0}}"
S21,2381,75,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2381,0.10830129587054124,1.1744546986494743e-07,0.10353976438532438,4.1220359504096084e-07,2.533509246567142,52.75067101070342,0.4666666666666667,0.4666666666666666,0.3926482873851294,"[""L0"", ""L2"", ""L3""]","[[25, 0, 0], [18, 7, 0], [16, 6, 3]]","{""L0"": {""precision"": 0.423728813559322, ""recall"": 1.0, ""f1-score"": 0.5952380952380952, ""support"": 25.0}, ""L2"": {""precision"": 0.5384615384615384, ""recall"": 0.28, ""f1-score"": 0.3684210526315789, ""support"": 25.0}, ""L3"": {""precision"": 1.0, ""recall"": 0.12, ""f1-score"": 0.21428571428571427, ""support"": 25.0}, ""accuracy"": 0.4666666666666667, ""macro avg"": {""precision"": 0.6540634506736202, ""recall"": 0.4666666666666666, ""f1-score"": 0.3926482873851294, ""support"": 75.0}, ""weighted avg"": {""precision"": 0.6540634506736202, ""recall"": 0.4666666666666667, ""f1-score"": 0.39264828738512947, ""support"": 75.0}}"
S22,2381,75,"[""L0"", ""L2"", ""L3""]","[""L0"", ""L2"", ""L3""]",linear,2381,0.10314211541598323,4.5665378084755975e-07,0.09572778092983947,2.8774276313236353e-06,2.4499225166476766,52.985932553233,0.3333333333333333,0.3333333333333333,0.16666666666666666,"[""L0"", ""L2"", ""L3""]","[[25, 0, 0], [25, 0, 0], [25, 0, 0]]","{""L0"": {""precision"": 0.3333333333333333, ""recall"": 1.0, ""f1-score"": 0.5, ""support"": 25.0}, ""L2"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 25.0}, ""L3"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 25.0}, ""accuracy"": 0.3333333333333333, ""macro avg"": {""precision"": 0.1111111111111111, ""recall"": 0.3333333333333333, ""f1-score"": 0.16666666666666666, ""support"": 75.0}, ""weighted avg"": {""precision"": 0.11111111111111109, ""recall"": 0.3333333333333333, ""f1-score"": 0.16666666666666666, ""support"": 75.0}}"
